OBJECTID,src_NAME_2,nbr_NAME_2,LENGTH,NODE_COUNT
1,Ahrweiler,Bonn,2.25646603649,0
2,Ahrweiler,Euskirchen,68.8560560293,0
3,Ahrweiler,Mayen-Koblenz,76.735528058,0
4,Ahrweiler,Neuwied,24.6448634534,0
5,Ahrweiler,Rhein-Sieg-Kreis,44.047794702,0
6,Ahrweiler,Vulkaneifel,39.6293573012,0
7,Aichach-Friedberg,Augsburg,43.3648986565,0
8,Aichach-Friedberg,Augsburg (Kreisfreie Stadt),35.1742013752,0
9,Aichach-Friedberg,Dachau,61.163147864,0
10,Aichach-Friedberg,Donau-Ries,17.1461886231,0
11,Aichach-Friedberg,Fürstenfeldbruck,35.9104114845,0
12,Aichach-Friedberg,Landsberg am Lech,22.4131197887,0
13,Aichach-Friedberg,Neuburg-Schrobenhausen,63.0049601751,0
14,Aichach-Friedberg,Pfaffenhofen an der Ilm,5.65387423643,0
15,Alb-Donau-Kreis,Biberach,150.506948785,0
16,Alb-Donau-Kreis,Göppingen,67.9558481958,0
17,Alb-Donau-Kreis,Günzburg,22.0181529769,0
18,Alb-Donau-Kreis,Heidenheim,58.7228738671,0
19,Alb-Donau-Kreis,Neu-Ulm,45.9227068927,0
20,Alb-Donau-Kreis,Reutlingen,75.867875474,0
21,Alb-Donau-Kreis,Ulm,91.1727214512,0
22,Altenburger Land,Burgenlandkreis,32.9233090317,0
23,Altenburger Land,Greiz,28.20578616,0
24,Altenburger Land,Leipzig,63.347774153,0
25,Altenburger Land,Mittelsachsen,9.95951745181,0
26,Altenburger Land,Zwickau,70.7793657314,0
27,Altenkirchen (Westerwald),Neuwied,74.6645049048,0
28,Altenkirchen (Westerwald),Oberbergischer Kreis,34.1705409277,0
29,Altenkirchen (Westerwald),Olpe,8.74009812466,0
30,Altenkirchen (Westerwald),Rhein-Sieg-Kreis,42.6420444732,0
31,Altenkirchen (Westerwald),Siegen-Wittgenstein,48.1230871932,0
32,Altenkirchen (Westerwald),Westerwaldkreis,85.086970435,0
33,Altmarkkreis Salzwedel,Börde,82.3602338204,0
34,Altmarkkreis Salzwedel,Gifhorn,62.7506981252,0
35,Altmarkkreis Salzwedel,Lüchow-Dannenberg,89.8584855995,0
36,Altmarkkreis Salzwedel,Stendal,162.062305983,0
37,Altmarkkreis Salzwedel,Uelzen,16.0029084267,0
38,Altötting,Mühldorf am Inn,54.6347600389,0
39,Altötting,Rottal-Inn,68.1625322339,0
40,Altötting,Traunstein,49.9916086002,0
41,Alzey-Worms,Bad Dürkheim,16.9257526634,0
42,Alzey-Worms,Bad Kreuznach,18.5009747889,0
43,Alzey-Worms,Bergstraße,0.387361419942,0
44,Alzey-Worms,Donnersbergkreis,53.0242076961,0
45,Alzey-Worms,Groß-Gerau,16.4032315825,0
46,Alzey-Worms,Mainz-Bingen,90.4032303104,0
47,Alzey-Worms,Worms,48.4496254701,0
48,Amberg,Amberg-Sulzbach,57.1145915098,0
49,Amberg-Sulzbach,Amberg,57.1145915098,0
50,Amberg-Sulzbach,Bayreuth,16.5250714998,0
51,Amberg-Sulzbach,Neumarkt in der Oberpfalz,82.8051226783,0
52,Amberg-Sulzbach,Neustadt an der Waldnaab,113.00109809,0
53,Amberg-Sulzbach,Nürnberger Land,86.7461316635,0
54,Amberg-Sulzbach,Schwandorf,131.556171885,0
55,Ammerland,Cloppenburg,51.656692179,0
56,Ammerland,Friesland,40.0220061536,0
57,Ammerland,Leer,33.0432414318,0
58,Ammerland,Oldenburg,11.7663368189,0
59,Ammerland,Oldenburg (Kreisfreie Stadt),31.6827836752,0
60,Ammerland,Wesermarsch,39.6324902096,0
61,Anhalt-Bitterfeld,Dessau-Roßlau,97.7928306058,0
62,Anhalt-Bitterfeld,Jerichower Land,50.7322162475,0
63,Anhalt-Bitterfeld,Nordsachsen,66.1132894522,0
64,Anhalt-Bitterfeld,Potsdam-Mittelmark,13.8589800985,0
65,Anhalt-Bitterfeld,Saalekreis,56.6311330287,0
66,Anhalt-Bitterfeld,Salzlandkreis,95.0589955983,0
67,Anhalt-Bitterfeld,Wittenberg,76.7925663573,0
68,Ansbach,Ansbach (Kreisfreie Stadt),92.4646881809,0
69,Ansbach,Donau-Ries,46.6083073051,0
70,Ansbach,Fürth,33.0307070238,0
71,Ansbach,Main-Tauber-Kreis,30.1621296845,0
72,Ansbach,Neustadt an der Aisch-Bad Windsheim,114.985761756,0
73,Ansbach,Ostalbkreis,34.8873756099,0
74,Ansbach,Roth,41.1662780625,0
75,Ansbach,Schwäbisch Hall,108.756680362,0
76,Ansbach,Weißenburg-Gunzenhausen,63.6268819948,0
77,Ansbach (Kreisfreie Stadt),Ansbach,92.4646881809,0
78,Aschaffenburg,Aschaffenburg (Kreisfreie Stadt),48.7452630256,0
79,Aschaffenburg,Darmstadt-Dieburg,18.7126156409,0
80,Aschaffenburg,Main-Kinzig-Kreis,65.2878557839,0
81,Aschaffenburg,Main-Spessart,77.4370962663,0
82,Aschaffenburg,Miltenberg,61.784509593,0
83,Aschaffenburg,Offenbach,20.568044196,0
84,Aschaffenburg (Kreisfreie Stadt),Aschaffenburg,48.7452630256,0
85,Aschaffenburg (Kreisfreie Stadt),Miltenberg,17.1450046174,0
86,Augsburg,Aichach-Friedberg,43.3648986565,0
87,Augsburg,Augsburg (Kreisfreie Stadt),70.6631943114,0
88,Augsburg,Dillingen an der Donau,70.6328160257,0
89,Augsburg,Donau-Ries,26.1564822637,0
90,Augsburg,Günzburg,74.9037988071,0
91,Augsburg,Landsberg am Lech,30.3687125492,0
92,Augsburg,Ostallgäu,20.674913583,0
93,Augsburg,Unterallgäu,51.0368821964,0
94,Augsburg (Kreisfreie Stadt),Aichach-Friedberg,35.1742013752,0
95,Augsburg (Kreisfreie Stadt),Augsburg,70.6631943114,0
96,Aurich,Emden,55.0834889111,0
97,Aurich,Leer,80.1910279912,0
98,Aurich,Wittmund,122.178974731,0
99,Bad Dürkheim,Alzey-Worms,16.9257526634,0
100,Bad Dürkheim,Donnersbergkreis,37.0461514184,0
101,Bad Dürkheim,Kaiserslautern,53.1880001149,0
102,Bad Dürkheim,Kaiserslautern (Kreisfreie Stadt),0.997151885838,0
103,Bad Dürkheim,Landau in der Pfalz,8.12972666281,0
104,Bad Dürkheim,Neustadt an der Weinstraße,54.9648556376,0
105,Bad Dürkheim,Rhein-Pfalz-Kreis,61.3754132616,0
106,Bad Dürkheim,Südliche Weinstraße,9.91432555128,0
107,Bad Dürkheim,Südwestpfalz,6.10426209118,0
108,Bad Dürkheim,Worms,3.26552860746,0
109,Bad Kissingen,Fulda,34.472860057,0
110,Bad Kissingen,Main-Kinzig-Kreis,32.5115921415,0
111,Bad Kissingen,Main-Spessart,70.3961861384,0
112,Bad Kissingen,Rhön-Grabfeld,132.696856032,0
113,Bad Kissingen,Schweinfurt,86.1119603854,0
114,Bad Kreuznach,Alzey-Worms,18.5009747889,0
115,Bad Kreuznach,Birkenfeld,42.1332471772,0
116,Bad Kreuznach,Donnersbergkreis,43.0248450957,0
117,Bad Kreuznach,Kusel,38.9997760607,0
118,Bad Kreuznach,Mainz-Bingen,47.945820898,0
119,Bad Kreuznach,Rhein-Hunsrück-Kreis,55.3037056154,0
120,Bad Tölz-Wolfratshausen,Garmisch-Partenkirchen,50.7393664268,0
121,Bad Tölz-Wolfratshausen,Miesbach,95.4636036636,0
122,Bad Tölz-Wolfratshausen,München,36.7274701083,0
123,Bad Tölz-Wolfratshausen,Starnberg,36.671096901,0
124,Bad Tölz-Wolfratshausen,Weilheim-Schongau,36.8025685542,0
125,Baden-Baden,Rastatt,124.224466972,0
126,Bamberg,Bamberg (Kreisfreie Stadt),53.4653608169,0
127,Bamberg,Bayreuth,33.6647861033,0
128,Bamberg,Coburg,4.14256004907,0
129,Bamberg,Erlangen-Höchstadt,66.92286197,0
130,Bamberg,Forchheim,61.9609540195,0
131,Bamberg,Haßberge,101.95025997,0
132,Bamberg,Kitzingen,29.557413095,0
133,Bamberg,Lichtenfels,92.542751646,0
134,Bamberg,Neustadt an der Aisch-Bad Windsheim,14.05491685,0
135,Bamberg,Schweinfurt,17.1293772744,0
136,Bamberg (Kreisfreie Stadt),Bamberg,53.4653608169,0
137,Barnim,Berlin,47.9040858012,0
138,Barnim,Märkisch-Oderland,153.401014475,0
139,Barnim,Oberhavel,128.119969476,0
140,Barnim,Uckermark,126.308144235,0
141,Bautzen,Dresden,50.2228250107,0
142,Bautzen,Görlitz,161.834169255,0
143,Bautzen,Meißen,52.8085508569,0
144,Bautzen,Oberspreewald-Lausitz,73.9678333801,0
145,Bautzen,Sächsische Schweiz-Osterzgebirge,59.0146361554,0
146,Bautzen,Spree-Neiße,39.1474134273,0
147,Bayreuth,Amberg-Sulzbach,16.5250714998,0
148,Bayreuth,Bamberg,33.6647861033,0
149,Bayreuth,Bayreuth (Kreisfreie Stadt),84.6240715631,0
150,Bayreuth,Forchheim,71.7583258924,0
151,Bayreuth,Hof,20.0321167813,0
152,Bayreuth,Kulmbach,96.2167620374,0
153,Bayreuth,Lichtenfels,3.01431534931,0
154,Bayreuth,Neustadt an der Waldnaab,46.2004428849,0
155,Bayreuth,Nürnberger Land,56.8709912436,0
156,Bayreuth,Tirschenreuth,44.4638886223,0
157,Bayreuth,Wunsiedel im Fichtelgebirge,29.6606984574,0
158,Bayreuth (Kreisfreie Stadt),Bayreuth,84.6240715631,0
159,Berchtesgadener Land,Traunstein,98.2072681833,0
160,Bergstraße,Alzey-Worms,0.387361419942,0
161,Bergstraße,Darmstadt-Dieburg,34.8552390753,0
162,Bergstraße,Groß-Gerau,16.3653851509,0
163,Bergstraße,Mannheim,22.1396623934,0
164,Bergstraße,Odenwaldkreis,55.2993545902,0
165,Bergstraße,Rhein-Neckar-Kreis,139.009618175,0
166,Bergstraße,Rhein-Pfalz-Kreis,1.55212361525,0
167,Bergstraße,Worms,24.3439300162,0
168,Berlin,Barnim,47.9040858012,0
169,Berlin,Dahme-Spreewald,49.4939439556,0
170,Berlin,Havelland,25.1050653464,0
171,Berlin,Märkisch-Oderland,25.951172221,0
172,Berlin,Oberhavel,45.0998745093,0
173,Berlin,Oder-Spree,34.1324055057,0
174,Berlin,Potsdam,32.0321289904,0
175,Berlin,Potsdam-Mittelmark,23.0737719317,0
176,Berlin,Teltow-Fläming,15.09024705,0
177,Bernkastel-Wittlich,Birkenfeld,41.0516799503,0
178,Bernkastel-Wittlich,Cochem-Zell,42.5809136617,0
179,Bernkastel-Wittlich,Eifelkreis Bitburg-Prüm,35.1341379829,0
180,Bernkastel-Wittlich,Rhein-Hunsrück-Kreis,16.7799780756,0
181,Bernkastel-Wittlich,Trier-Saarburg,89.5543765416,0
182,Bernkastel-Wittlich,Vulkaneifel,45.9456347113,0
183,Biberach,Alb-Donau-Kreis,150.506948785,0
184,Biberach,Memmingen,2.24451470408,0
185,Biberach,Neu-Ulm,8.9369222523,0
186,Biberach,Ravensburg,83.964297085,0
187,Biberach,Reutlingen,28.9127930713,0
188,Biberach,Sigmaringen,76.2328242284,0
189,Biberach,Unterallgäu,18.2383708743,0
190,Bielefeld,Gütersloh,73.3472977841,0
191,Bielefeld,Herford,33.4519816357,0
192,Bielefeld,Lippe,23.2353459914,0
193,Birkenfeld,Bad Kreuznach,42.1332471772,0
194,Birkenfeld,Bernkastel-Wittlich,41.0516799503,0
195,Birkenfeld,Kusel,55.5120908475,0
196,Birkenfeld,Rhein-Hunsrück-Kreis,33.1863414304,0
197,Birkenfeld,St. Wendel,41.4555079977,0
198,Birkenfeld,Trier-Saarburg,10.8101815831,0
199,Böblingen,Calw,63.460344726,0
200,Böblingen,Enzkreis,34.5915400589,0
201,Böblingen,Esslingen,29.8836849046,0
202,Böblingen,Ludwigsburg,28.692376313,0
203,Böblingen,Reutlingen,2.54123340137,0
204,Böblingen,Stuttgart,16.3546308699,0
205,Böblingen,Tübingen,71.5594729954,0
206,Bochum,Dortmund,12.5315035724,0
207,Bochum,Ennepe-Ruhr-Kreis,31.846340492,0
208,Bochum,Essen,10.5828800424,0
209,Bochum,Gelsenkirchen,6.01087510088,0
210,Bochum,Herne,21.3523290065,0
211,Bochum,Recklinghausen,2.99825019167,0
212,Bodensee,Bodenseekreis,76.2732275128,0
213,Bodensee,Konstanz,44.7807277061,0
214,Bodensee,Lindau (Bodensee),21.6094470593,0
215,Bodenseekreis,Bodensee,76.2732275128,0
216,Bodenseekreis,Konstanz,19.8757104634,0
217,Bodenseekreis,Lindau (Bodensee),15.7566068098,0
218,Bodenseekreis,Ravensburg,89.000790571,0
219,Bodenseekreis,Sigmaringen,46.8596219028,0
220,Bonn,Ahrweiler,2.25646603649,0
221,Bonn,Rhein-Sieg-Kreis,81.9176561485,0
222,Börde,Altmarkkreis Salzwedel,82.3602338204,0
223,Börde,Gifhorn,10.8505991274,0
224,Börde,Harz,73.5295602747,0
225,Börde,Helmstedt,112.636828004,0
226,Börde,Jerichower Land,27.215842445,0
227,Börde,Magdeburg,58.4209249655,0
228,Börde,Salzlandkreis,63.4147525283,0
229,Börde,Stendal,68.9607566346,0
230,Borken,Coesfeld,65.2033223142,0
231,Borken,Grafschaft Bentheim,3.71024206255,0
232,Borken,Kleve,13.491783524,0
233,Borken,Recklinghausen,38.4976474409,0
234,Borken,Steinfurt,40.8938644126,0
235,Borken,Wesel,58.7001104817,0
236,Bottrop,Essen,10.680649741,0
237,Bottrop,Oberhausen,18.1997202252,0
238,Bottrop,Recklinghausen,33.5768706546,0
239,Bottrop,Wesel,15.1551278367,0
240,Brandenburg an der Havel,Havelland,14.1274213506,0
241,Brandenburg an der Havel,Potsdam-Mittelmark,171.071437138,0
242,Braunschweig,Gifhorn,41.213799171,0
243,Braunschweig,Helmstedt,14.2730037048,0
244,Braunschweig,Peine,27.3485892683,0
245,Braunschweig,Salzgitter,12.2989550112,0
246,Braunschweig,Wolfenbüttel,31.6434948878,0
247,Breisgau-Hochschwarzwald,Emmendingen,78.2248717939,0
248,Breisgau-Hochschwarzwald,Freiburg im Breisgau,110.720094881,0
249,Breisgau-Hochschwarzwald,Lörrach,75.8035909383,0
250,Breisgau-Hochschwarzwald,Schwarzwald-Baar-Kreis,64.3414347731,0
251,Breisgau-Hochschwarzwald,Waldshut,84.7528076583,0
252,Bremen,Bremerhaven,11.1363177506,0
253,Bremen,Delmenhorst,12.2767185866,0
254,Bremen,Diepholz,33.4704340419,0
255,Bremen,Osterholz,80.8038880322,0
256,Bremen,Verden,31.3237867344,0
257,Bremen,Wesermarsch,27.1368526771,0
258,Bremerhaven,Bremen,11.1363177506,0
259,Bremerhaven,Cuxhaven,59.8632965252,0
260,Bremerhaven,Wesermarsch,4.53285843263,0
261,Burgenlandkreis,Altenburger Land,32.9233090317,0
262,Burgenlandkreis,Gera,17.5026153669,0
263,Burgenlandkreis,Greiz,12.6238489733,0
264,Burgenlandkreis,Kyffhäuserkreis,17.3580559605,0
265,Burgenlandkreis,Leipzig,50.4175207249,0
266,Burgenlandkreis,Saale-Holzland-Kreis,60.3185174624,0
267,Burgenlandkreis,Saalekreis,123.352648285,0
268,Burgenlandkreis,Sömmerda,43.4400238841,0
269,Burgenlandkreis,Weimarer Land,32.3569445934,0
270,Calw,Böblingen,63.460344726,0
271,Calw,Enzkreis,53.6723705231,0
272,Calw,Freudenstadt,69.5157298006,0
273,Calw,Karlsruhe,11.2308719111,0
274,Calw,Pforzheim,1.17181053268,0
275,Calw,Rastatt,55.474961285,0
276,Calw,Tübingen,3.8903746894,0
277,Celle,Gifhorn,84.5424467265,0
278,Celle,Heidekreis,111.321245932,0
279,Celle,Region Hannover,95.5573970485,0
280,Celle,Uelzen,36.0330025834,0
281,Cham,Regen,67.2065769514,0
282,Cham,Regensburg,61.6148123419,0
283,Cham,Schwandorf,148.671861774,0
284,Cham,Straubing-Bogen,51.5747353695,0
285,Chemnitz,Erzgebirgskreis,51.2559371136,0
286,Chemnitz,Mittelsachsen,48.6832140017,0
287,Chemnitz,Zwickau,25.2633479135,0
288,Cloppenburg,Ammerland,51.656692179,0
289,Cloppenburg,Emsland,85.8287219523,0
290,Cloppenburg,Leer,26.9041695195,0
291,Cloppenburg,Oldenburg,40.6113921686,0
292,Cloppenburg,Osnabrück,43.6046020714,0
293,Cloppenburg,Vechta,56.9690964171,0
294,Coburg,Bamberg,4.14256004907,0
295,Coburg,Coburg (Kreisfreie Stadt),63.8713387101,0
296,Coburg,Haßberge,42.0698883475,0
297,Coburg,Hildburghausen,82.502624662,0
298,Coburg,Kronach,21.0331854429,0
299,Coburg,Lichtenfels,73.928716934,0
300,Coburg,Sonneberg,60.6366254211,0
301,Coburg (Kreisfreie Stadt),Coburg,63.8713387101,0
302,Cochem-Zell,Bernkastel-Wittlich,42.5809136617,0
303,Cochem-Zell,Mayen-Koblenz,78.9605386707,0
304,Cochem-Zell,Rhein-Hunsrück-Kreis,67.9642811544,0
305,Cochem-Zell,Vulkaneifel,49.3601309127,0
306,Coesfeld,Borken,65.2033223142,0
307,Coesfeld,Hamm,6.95156390562,0
308,Coesfeld,Münster,44.2357883928,0
309,Coesfeld,Recklinghausen,49.7504008232,0
310,Coesfeld,Steinfurt,39.709718994,0
311,Coesfeld,Unna,60.1630061977,0
312,Coesfeld,Warendorf,23.0977336883,0
313,Cottbus,Spree-Neiße,121.146418289,0
314,Cuxhaven,Bremerhaven,59.8632965252,0
315,Cuxhaven,Osterholz,80.8732269411,0
316,Cuxhaven,Rotenburg (Wümme),79.6103963654,0
317,Cuxhaven,Stade,96.3739207478,0
318,Cuxhaven,Wesermarsch,11.8175302833,0
319,Dachau,Aichach-Friedberg,61.163147864,0
320,Dachau,Freising,37.5320034271,0
321,Dachau,Fürstenfeldbruck,48.2621346649,0
322,Dachau,München,12.4374659019,0
323,Dachau,München (Kreisfreie Stadt),14.5839185221,0
324,Dachau,Pfaffenhofen an der Ilm,35.9129453816,0
325,Dahme-Spreewald,Berlin,49.4939439556,0
326,Dahme-Spreewald,Elbe-Elster,44.8339119953,0
327,Dahme-Spreewald,Oberspreewald-Lausitz,69.0076054304,0
328,Dahme-Spreewald,Oder-Spree,192.411142994,0
329,Dahme-Spreewald,Spree-Neiße,58.8381212264,0
330,Dahme-Spreewald,Teltow-Fläming,175.287229443,0
331,Darmstadt,Darmstadt-Dieburg,73.7805905335,0
332,Darmstadt,Offenbach,6.12816488179,0
333,Darmstadt-Dieburg,Aschaffenburg,18.7126156409,0
334,Darmstadt-Dieburg,Bergstraße,34.8552390753,0
335,Darmstadt-Dieburg,Darmstadt,73.7805905335,0
336,Darmstadt-Dieburg,Groß-Gerau,52.1837422739,0
337,Darmstadt-Dieburg,Miltenberg,5.61727552823,0
338,Darmstadt-Dieburg,Odenwaldkreis,44.9034575047,0
339,Darmstadt-Dieburg,Offenbach,43.9025648778,0
340,Deggendorf,Dingolfing-Landau,54.133369275,0
341,Deggendorf,Freyung-Grafenau,40.6915643545,0
342,Deggendorf,Passau,60.4874878731,0
343,Deggendorf,Regen,61.4072615545,0
344,Deggendorf,Rottal-Inn,4.47382613418,0
345,Deggendorf,Straubing-Bogen,49.7042437502,0
346,Delmenhorst,Bremen,12.2767185866,0
347,Delmenhorst,Diepholz,9.50658322977,0
348,Delmenhorst,Oldenburg,36.0798694608,0
349,Delmenhorst,Wesermarsch,2.64507121977,0
350,Dessau-Roßlau,Anhalt-Bitterfeld,97.7928306058,0
351,Dessau-Roßlau,Wittenberg,51.901601794,0
352,Diepholz,Bremen,33.4704340419,0
353,Diepholz,Delmenhorst,9.50658322977,0
354,Diepholz,Minden-Lübbecke,57.4403358698,0
355,Diepholz,Nienburg (Weser),127.621444894,0
356,Diepholz,Oldenburg,64.1996146248,0
357,Diepholz,Osnabrück,6.12313813848,0
358,Diepholz,Vechta,59.0817946648,0
359,Diepholz,Verden,47.9644366913,0
360,Dillingen an der Donau,Augsburg,70.6328160257,0
361,Dillingen an der Donau,Donau-Ries,81.0179878255,0
362,Dillingen an der Donau,Günzburg,53.0036901593,0
363,Dillingen an der Donau,Heidenheim,102.323694663,0
364,Dingolfing-Landau,Deggendorf,54.133369275,0
365,Dingolfing-Landau,Landshut,81.0150997688,0
366,Dingolfing-Landau,Rottal-Inn,110.076505793,0
367,Dingolfing-Landau,Straubing-Bogen,88.0282501813,0
368,Dithmarschen,Nordfriesland,41.9550594148,0
369,Dithmarschen,Rendsburg-Eckernförde,51.1502883501,0
370,Dithmarschen,Schleswig-Flensburg,47.0321372737,0
371,Dithmarschen,Steinburg,38.7273401642,0
372,Donau-Ries,Aichach-Friedberg,17.1461886231,0
373,Donau-Ries,Ansbach,46.6083073051,0
374,Donau-Ries,Augsburg,26.1564822637,0
375,Donau-Ries,Dillingen an der Donau,81.0179878255,0
376,Donau-Ries,Eichstätt,16.7486792898,0
377,Donau-Ries,Heidenheim,19.9419647545,0
378,Donau-Ries,Neuburg-Schrobenhausen,64.7080952311,0
379,Donau-Ries,Ostalbkreis,67.8411019913,0
380,Donau-Ries,Weißenburg-Gunzenhausen,88.5623836783,0
381,Donnersbergkreis,Alzey-Worms,53.0242076961,0
382,Donnersbergkreis,Bad Dürkheim,37.0461514184,0
383,Donnersbergkreis,Bad Kreuznach,43.0248450957,0
384,Donnersbergkreis,Kaiserslautern,55.6149300274,0
385,Donnersbergkreis,Kusel,15.8653048186,0
386,Dortmund,Bochum,12.5315035724,0
387,Dortmund,Ennepe-Ruhr-Kreis,20.8087052355,0
388,Dortmund,Hagen,4.93178014573,0
389,Dortmund,Recklinghausen,25.8920583121,0
390,Dortmund,Unna,66.2880075673,0
391,Dresden,Bautzen,50.2228250107,0
392,Dresden,Meißen,46.0678284747,0
393,Dresden,Sächsische Schweiz-Osterzgebirge,69.3426865367,0
394,Duisburg,Düsseldorf,12.2102918059,0
395,Duisburg,Krefeld,19.2607893501,0
396,Duisburg,Mettmann,3.21656224223,0
397,Duisburg,Mülheim an der Ruhr,15.0050596211,0
398,Duisburg,Oberhausen,15.4267983524,0
399,Duisburg,Rhein-Kreis Neuss,1.04169699902,0
400,Duisburg,Wesel,56.8185685608,0
401,Düren,Euskirchen,58.6171504434,0
402,Düren,Heinsberg,42.7696303136,0
403,Düren,Rhein-Erft-Kreis,84.6276914365,0
404,Düren,Rhein-Kreis Neuss,2.56496970185,0
405,Düren,Städteregion Aachen,121.989265852,0
406,Düsseldorf,Duisburg,12.2102918059,0
407,Düsseldorf,Mettmann,81.7413948399,0
408,Düsseldorf,Rhein-Kreis Neuss,50.6060480815,0
409,Ebersberg,Erding,53.7658851631,0
410,Ebersberg,Mühldorf am Inn,7.26957174378,0
411,Ebersberg,München,57.1654876558,0
412,Ebersberg,Rosenheim,76.9395408174,0
413,Eichsfeld,Göttingen,78.9240771944,0
414,Eichsfeld,Kyffhäuserkreis,5.73897344494,0
415,Eichsfeld,Nordhausen,54.6377454933,0
416,Eichsfeld,Osterode am Harz,19.5306542445,0
417,Eichsfeld,Unstrut-Hainich-Kreis,60.1896695638,0
418,Eichsfeld,Werra-Meißner-Kreis,58.1075925143,0
419,Eichstätt,Donau-Ries,16.7486792898,0
420,Eichstätt,Ingolstadt,49.4030594674,0
421,Eichstätt,Kelheim,61.2575914385,0
422,Eichstätt,Neuburg-Schrobenhausen,41.7489005827,0
423,Eichstätt,Neumarkt in der Oberpfalz,55.155052218,0
424,Eichstätt,Pfaffenhofen an der Ilm,51.824853202,0
425,Eichstätt,Roth,58.2585614127,0
426,Eichstätt,Weißenburg-Gunzenhausen,63.597669322,0
427,Eifelkreis Bitburg-Prüm,Bernkastel-Wittlich,35.1341379829,0
428,Eifelkreis Bitburg-Prüm,Euskirchen,2.29757708112,0
429,Eifelkreis Bitburg-Prüm,Trier-Saarburg,43.2675120919,0
430,Eifelkreis Bitburg-Prüm,Vulkaneifel,83.849754596,0
431,Eisenach,Wartburgkreis,86.9365841381,0
432,Eisenach,Werra-Meißner-Kreis,3.41666489496,0
433,Elbe-Elster,Dahme-Spreewald,44.8339119953,0
434,Elbe-Elster,Meißen,86.9979845703,0
435,Elbe-Elster,Nordsachsen,60.956621127,0
436,Elbe-Elster,Oberspreewald-Lausitz,95.9354720877,0
437,Elbe-Elster,Teltow-Fläming,55.339578437,0
438,Elbe-Elster,Wittenberg,55.6867142452,0
439,Emden,Aurich,55.0834889111,0
440,Emden,Leer,10.2708778557,0
441,Emmendingen,Breisgau-Hochschwarzwald,78.2248717939,0
442,Emmendingen,Freiburg im Breisgau,3.55517730473,0
443,Emmendingen,Ortenaukreis,76.7469282978,0
444,Emmendingen,Schwarzwald-Baar-Kreis,40.1346805813,0
445,Emsland,Cloppenburg,85.8287219523,0
446,Emsland,Grafschaft Bentheim,91.4843475276,0
447,Emsland,Leer,54.6267864379,0
448,Emsland,Osnabrück,33.0705710154,0
449,Emsland,Steinfurt,55.006773083,0
450,Ennepe-Ruhr-Kreis,Bochum,31.846340492,0
451,Ennepe-Ruhr-Kreis,Dortmund,20.8087052355,0
452,Ennepe-Ruhr-Kreis,Essen,8.16684716356,0
453,Ennepe-Ruhr-Kreis,Hagen,68.0268753312,0
454,Ennepe-Ruhr-Kreis,Märkischer Kreis,16.0218884967,0
455,Ennepe-Ruhr-Kreis,Mettmann,16.6790808485,0
456,Ennepe-Ruhr-Kreis,Oberbergischer Kreis,24.583791846,0
457,Ennepe-Ruhr-Kreis,Wuppertal,33.081231168,0
458,Enzkreis,Böblingen,34.5915400589,0
459,Enzkreis,Calw,53.6723705231,0
460,Enzkreis,Heilbronn,3.94043049947,0
461,Enzkreis,Karlsruhe,87.1050939175,0
462,Enzkreis,Ludwigsburg,39.6014996867,0
463,Enzkreis,Pforzheim,73.1253638421,0
464,Erding,Ebersberg,53.7658851631,0
465,Erding,Freising,52.2838823944,0
466,Erding,Landshut,49.7701725734,0
467,Erding,Mühldorf am Inn,67.6910328615,0
468,Erding,München,8.06055322659,0
469,Erfurt,Gotha,34.4210040124,0
470,Erfurt,Ilm-Kreis,23.2633689932,0
471,Erfurt,Sömmerda,56.0918469564,0
472,Erfurt,Weimarer Land,25.4253433244,0
473,Erlangen,Erlangen-Höchstadt,54.1796138542,0
474,Erlangen,Fürth,0.553841088333,0
475,Erlangen,Fürth (Kreisfreie Stadt),6.82089409432,0
476,Erlangen,Nürnberg,5.50330892333,0
477,Erlangen-Höchstadt,Bamberg,66.92286197,0
478,Erlangen-Höchstadt,Erlangen,54.1796138542,0
479,Erlangen-Höchstadt,Forchheim,109.162468304,0
480,Erlangen-Höchstadt,Fürth,16.8761664965,0
481,Erlangen-Höchstadt,Neustadt an der Aisch-Bad Windsheim,74.0117185443,0
482,Erlangen-Höchstadt,Nürnberg,32.4401711983,0
483,Erlangen-Höchstadt,Nürnberger Land,39.8796664679,0
484,Erzgebirgskreis,Chemnitz,51.2559371136,0
485,Erzgebirgskreis,Mittelsachsen,81.7023442102,0
486,Erzgebirgskreis,Vogtlandkreis,34.4563030231,0
487,Erzgebirgskreis,Zwickau,95.3543141497,0
488,Essen,Bochum,10.5828800424,0
489,Essen,Bottrop,10.680649741,0
490,Essen,Ennepe-Ruhr-Kreis,8.16684716356,0
491,Essen,Gelsenkirchen,14.7170240305,0
492,Essen,Mettmann,31.1681817809,0
493,Essen,Mülheim an der Ruhr,23.8683894711,0
494,Essen,Oberhausen,6.40172247574,0
495,Essen,Recklinghausen,1.30451371453,0
496,Esslingen,Böblingen,29.8836849046,0
497,Esslingen,Göppingen,53.3017698769,0
498,Esslingen,Rems-Murr-Kreis,31.4436661533,0
499,Esslingen,Reutlingen,91.3923459761,0
500,Esslingen,Stuttgart,38.6160052715,0
501,Euskirchen,Ahrweiler,68.8560560293,0
502,Euskirchen,Düren,58.6171504434,0
503,Euskirchen,Eifelkreis Bitburg-Prüm,2.29757708112,0
